age,educ_level,marital_status,occupation_name,race,sex,workclass,capital_gain,hours_week,over_50k,origin_c_income
39,masters,Married-civ-spouse,Prof-specialty,White,Female,Local-gov,0,50,1,High Income
48,some_hs,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,1,US
50,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,Local-gov,0,40,1,US
21,some_college,Never-married,Other-service,White,Male,Private,0,25,0,US
36,hs_grad,Never-married,Other-service,Black,Female,Private,0,40,0,US
33,hs_grad,Married-civ-spouse,Other-service,Black,Male,Private,0,36,0,Lower Middle Income
50,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Federal-gov,0,40,0,US
49,masters,Married-civ-spouse,Sales,White,Male,State-gov,99999,80,1,US
34,college_grad,Never-married,Sales,Black,Male,Private,0,45,0,
70,doctorate,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,40,1,US
39,hs_grad,Divorced,Transport-moving,White,Male,Private,0,40,0,US
44,some_college,Divorced,Prof-specialty,White,Female,Private,0,40,0,US
32,college_grad,Married-civ-spouse,Tech-support,White,Female,Private,0,40,1,US
40,some_hs,Never-married,Craft-repair,Black,Male,Private,0,49,0,US
46,hs_grad,Married-civ-spouse,Craft-repair,Black,Male,Private,-1902,40,1,US
21,some_college,Never-married,,White,Male,,0,20,0,US
40,college_grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,Private,7688,52,1,High Income
47,some_hs,Divorced,Craft-repair,White,Male,Private,0,8,0,US
19,hs_grad,Never-married,Adm-clerical,White,Male,Private,0,30,0,US
22,some_college,Never-married,Adm-clerical,White,Female,Private,0,16,0,US
20,some_college,Never-married,Protective-serv,White,Female,Private,0,16,0,US
46,college_grad,Divorced,Prof-specialty,White,Female,Local-gov,4787,25,1,US
41,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,-1977,45,1,US
17,some_hs,Never-married,Prof-specialty,Other,Female,Private,0,15,0,US
41,hs_grad,Married-civ-spouse,Machine-op-inspct,Black,Male,Private,0,40,0,US
28,hs_grad,Separated,Craft-repair,White,Male,Private,-1974,40,0,US
20,some_college,Never-married,,White,Male,,0,25,0,US
24,hs_grad,Never-married,Other-service,White,Male,Private,0,40,0,US
33,some_college,Married-civ-spouse,Exec-managerial,White,Male,Private,0,50,0,US
44,some_college,Married-civ-spouse,Exec-managerial,White,Male,Federal-gov,0,55,1,US
26,hs_grad,Never-married,Prof-specialty,Black,Female,Self-emp-not-inc,0,40,0,US
47,Assoc-voc,Married-civ-spouse,Sales,White,Male,Self-emp-not-inc,0,40,1,US
24,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
58,college_grad,Married-civ-spouse,Exec-managerial,Black,Male,Federal-gov,0,40,1,US
41,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,-2002,60,0,US
38,no_hs,Married-civ-spouse,Sales,White,Male,Self-emp-not-inc,0,35,1,US
21,some_college,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
33,some_college,Never-married,Exec-managerial,White,Male,Private,0,45,0,US
23,some_college,Never-married,,White,Female,,0,32,0,US
40,some_hs,Divorced,Machine-op-inspct,White,Female,Private,0,40,0,US
47,hs_grad,Divorced,Exec-managerial,White,Female,Local-gov,0,40,0,US
41,college_grad,Divorced,Exec-managerial,Black,Female,Private,0,40,0,US
38,college_grad,Married-civ-spouse,Farming-fishing,White,Male,Private,0,50,0,US
50,no_hs,Divorced,Other-service,White,Female,Private,0,40,0,US
45,hs_grad,Married-spouse-absent,Farming-fishing,Black,Male,Private,0,40,0,US
65,college_grad,Married-civ-spouse,,White,Male,,0,40,1,High Income
33,hs_grad,Never-married,Handlers-cleaners,White,Male,Private,0,40,0,US
34,assoc_prof,Never-married,Adm-clerical,White,Male,Federal-gov,0,40,0,US
65,masters,Divorced,Sales,White,Male,Private,0,28,0,US
24,some_hs,Never-married,Transport-moving,White,Male,Private,0,39,0,US
26,college_grad,Never-married,Machine-op-inspct,White,Male,Private,0,40,0,US
55,hs_grad,Divorced,Craft-repair,White,Male,Private,0,40,0,US
66,college_grad,Divorced,Prof-specialty,White,Female,Private,0,8,0,High Income
43,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Local-gov,0,40,0,US
37,college_grad,Never-married,Adm-clerical,Black,Female,Private,0,40,0,US
22,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
21,some_hs,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
69,assoc_prof,Married-civ-spouse,,White,Female,,0,25,0,
27,masters,Never-married,Machine-op-inspct,White,Female,Private,0,40,0,US
48,hs_grad,Married-civ-spouse,Adm-clerical,White,Male,Private,4386,45,1,US
24,college_grad,Never-married,Prof-specialty,White,Female,Private,0,40,0,US
18,some_hs,Never-married,,White,Female,Never-worked,0,10,0,US
53,hs_grad,Widowed,Other-service,White,Female,Local-gov,0,30,0,US
26,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,High Income
60,some_college,Married-civ-spouse,Sales,White,Male,Private,0,40,1,US
21,some_college,Never-married,Other-service,White,Female,Private,0,60,0,US
39,no_hs,Married-civ-spouse,Other-service,White,Male,Private,0,40,0,High Income
45,some_college,Married-civ-spouse,Exec-managerial,White,Male,Private,0,60,1,US
76,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,30,0,US
19,some_college,Never-married,Other-service,White,Female,Private,0,30,0,US
34,some_college,Married-civ-spouse,Prof-specialty,Black,Male,Private,0,40,1,High Income
54,some_college,Divorced,Craft-repair,White,Male,Private,0,40,0,US
23,college_grad,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
44,no_hs,Divorced,Handlers-cleaners,White,Male,Local-gov,0,40,0,US
27,some_college,Divorced,Adm-clerical,Black,Female,Private,0,40,0,US
23,some_hs,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,Private,0,40,0,US
37,hs_grad,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,50,0,US
41,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,1,US
21,some_college,Never-married,Adm-clerical,White,Female,State-gov,0,35,0,US
37,hs_grad,Married-civ-spouse,Adm-clerical,White,Male,Federal-gov,0,40,1,High Income
63,hs_grad,Never-married,Machine-op-inspct,White,Male,Private,2174,40,0,US
35,some_hs,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
47,some_hs,Married-civ-spouse,Machine-op-inspct,Black,Male,Private,0,56,0,
41,some_college,Never-married,Farming-fishing,White,Male,Private,0,40,0,US
50,hs_grad,Divorced,Prof-specialty,Asian-Pac-Islander,Female,Self-emp-not-inc,0,60,0,Lower Middle Income
26,hs_grad,Never-married,Sales,White,Male,Self-emp-inc,0,50,0,US
36,some_college,Married-civ-spouse,Tech-support,White,Male,Local-gov,0,42,1,US
47,some_college,Married-civ-spouse,Prof-specialty,White,Male,Private,0,40,1,High Income
51,some_college,Divorced,Exec-managerial,Black,Female,Private,0,50,0,US
41,hs_grad,Divorced,Adm-clerical,Other,Female,Private,-625,40,0,US
40,assoc_prof,Married-civ-spouse,Prof-specialty,White,Female,Private,15024,30,1,US
32,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,4064,50,0,US
37,college_grad,Married-civ-spouse,Adm-clerical,White,Male,Local-gov,7298,40,1,US
40,college_grad,Divorced,Exec-managerial,White,Male,Self-emp-inc,0,40,0,US
56,college_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
50,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
28,some_hs,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,42,0,US
28,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
19,some_hs,Never-married,Adm-clerical,White,Female,Self-emp-not-inc,0,30,0,US
44,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
42,assoc_prof,Divorced,Prof-specialty,White,Female,Self-emp-not-inc,7430,44,1,US
47,some_college,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,1,US
31,some_college,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
61,some_hs,Married-civ-spouse,Other-service,White,Male,Private,0,40,1,US
21,some_college,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
26,college_grad,Married-civ-spouse,Other-service,White,Male,Private,0,45,1,US
58,hs_grad,Married-civ-spouse,Adm-clerical,White,Female,Private,0,40,1,US
35,college_grad,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,Private,0,40,0,Middle Income
35,Assoc-voc,Never-married,Adm-clerical,Black,Female,Private,0,40,0,US
29,assoc_prof,Never-married,Adm-clerical,White,Male,Local-gov,3674,40,0,US
40,masters,Married-civ-spouse,Prof-specialty,White,Male,Private,7688,40,1,US
33,college_grad,Married-civ-spouse,Sales,White,Male,Private,0,55,1,US
38,some_college,Divorced,Machine-op-inspct,White,Male,Self-emp-not-inc,0,40,0,US
50,Assoc-voc,Never-married,Other-service,White,Male,Self-emp-not-inc,0,50,0,US
66,some_college,Married-civ-spouse,Tech-support,White,Male,Private,0,40,1,US
36,some_college,Married-civ-spouse,Protective-serv,White,Male,Local-gov,0,40,1,US
33,some_hs,Never-married,Sales,White,Female,Private,0,40,0,US
55,masters,Married-civ-spouse,Exec-managerial,White,Male,Federal-gov,0,60,1,US
46,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
36,assoc_prof,Never-married,Craft-repair,White,Male,Private,0,40,0,US
41,some_hs,Divorced,,White,Female,,0,40,0,High Income
30,hs_grad,Divorced,Other-service,White,Female,Private,0,32,0,US
29,some_hs,Never-married,Exec-managerial,White,Male,Private,0,42,0,High Income
60,some_college,Widowed,,Black,Female,,0,40,0,US
24,hs_grad,Separated,Sales,White,Female,Private,0,48,0,US
42,some_college,Separated,Other-service,Black,Female,Self-emp-not-inc,0,50,0,US
26,hs_grad,Separated,Exec-managerial,White,Female,Private,0,40,0,US
37,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,0,40,0,US
27,no_hs,Never-married,Farming-fishing,White,Male,Private,0,48,0,Upper Middle Income
26,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,48,0,US
23,Assoc-voc,Never-married,Craft-repair,White,Male,Private,0,50,0,US
60,masters,Married-civ-spouse,Exec-managerial,White,Male,Private,0,60,1,US
49,hs_grad,Divorced,Adm-clerical,Black,Female,Federal-gov,0,40,0,US
46,some_college,Married-civ-spouse,Adm-clerical,White,Male,Private,0,40,0,US
21,hs_grad,Never-married,Machine-op-inspct,White,Male,Private,0,40,0,US
48,assoc_prof,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,60,0,US
70,some_hs,Divorced,Sales,White,Male,Self-emp-inc,0,45,0,US
44,masters,Never-married,Prof-specialty,White,Female,Local-gov,0,55,0,US
58,college_grad,Married-civ-spouse,Sales,White,Male,Private,0,40,0,US
41,assoc_prof,Divorced,Exec-managerial,Black,Female,Private,0,40,0,High Income
54,no_hs,Divorced,Machine-op-inspct,White,Female,Private,-3900,40,0,US
42,masters,Divorced,Exec-managerial,Asian-Pac-Islander,Male,Self-emp-inc,-2201,60,1,Lower Middle Income
28,some_hs,Divorced,Handlers-cleaners,White,Male,Private,0,40,0,US
65,some_hs,Married-civ-spouse,Handlers-cleaners,White,Male,Private,0,20,0,US
35,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,35,0,High Income
82,no_hs,Widowed,Other-service,White,Male,Private,0,20,0,US
48,some_college,Married-civ-spouse,Transport-moving,White,Male,Self-emp-not-inc,0,50,1,US
44,doctorate,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Private,15024,40,1,High Income
68,masters,Never-married,Adm-clerical,White,Female,Private,6360,20,0,US
42,hs_grad,Married-civ-spouse,Other-service,White,Male,Private,0,40,0,US
24,hs_grad,Never-married,Adm-clerical,White,Female,Private,-2001,37,0,US
54,some_college,Married-civ-spouse,Handlers-cleaners,Black,Male,Private,0,40,0,US
22,some_college,Never-married,Handlers-cleaners,White,Male,Private,0,40,0,US
43,some_college,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,84,0,US
17,some_hs,Never-married,Other-service,White,Female,Private,0,35,0,US
46,hs_grad,Divorced,Transport-moving,White,Male,Self-emp-not-inc,0,50,0,US
59,some_college,Married-civ-spouse,Tech-support,White,Male,Private,0,40,1,US
37,hs_grad,Married-civ-spouse,Handlers-cleaners,White,Male,Private,0,40,0,US
70,hs_grad,Married-civ-spouse,,White,Male,,2228,24,0,US
57,hs_grad,Married-civ-spouse,Sales,White,Male,Self-emp-inc,-1902,30,1,US
47,hs_grad,Married-civ-spouse,,White,Female,,0,35,0,US
31,hs_grad,Never-married,Sales,Black,Female,Private,0,24,0,US
23,hs_grad,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
17,some_hs,Never-married,Other-service,White,Female,Private,-1721,25,0,US
63,no_ms,Married-civ-spouse,Prof-specialty,Other,Male,Private,0,30,0,High Income
44,assoc_prof,Divorced,Prof-specialty,White,Male,Private,0,55,1,US
30,assoc_prof,Married-civ-spouse,Prof-specialty,White,Male,Private,0,60,1,US
23,some_college,Never-married,Prof-specialty,White,Male,Private,0,20,0,US
44,masters,Married-civ-spouse,Prof-specialty,White,Male,Private,-1887,60,1,US
24,some_college,Never-married,Sales,White,Female,Private,0,40,0,US
34,some_college,Never-married,Handlers-cleaners,White,Male,Private,0,20,0,US
37,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,65,0,US
24,some_hs,Never-married,Machine-op-inspct,White,Female,Private,0,40,0,US
32,hs_grad,Divorced,Machine-op-inspct,Black,Female,Private,0,40,0,US
42,hs_grad,Married-civ-spouse,Craft-repair,Black,Male,Self-emp-not-inc,0,25,0,High Income
20,some_college,Never-married,Other-service,White,Female,Private,0,10,0,US
34,some_college,Married-civ-spouse,Prof-specialty,Black,Male,State-gov,4386,40,1,US
37,some_college,Never-married,Transport-moving,White,Female,Private,0,20,0,High Income
47,hs_grad,Divorced,Adm-clerical,White,Female,Federal-gov,0,40,0,US
25,some_hs,Never-married,Farming-fishing,White,Male,Private,0,45,0,High Income
36,hs_grad,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,-1977,65,1,US
60,hs_grad,Married-civ-spouse,Sales,White,Male,Private,0,50,0,US
64,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Self-emp-inc,2635,10,0,US
32,college_grad,Married-civ-spouse,Adm-clerical,White,Female,Local-gov,0,40,0,US
33,some_hs,Married-civ-spouse,Other-service,White,Male,State-gov,0,40,0,US
71,college_grad,Never-married,Exec-managerial,White,Female,Private,0,14,0,US
55,some_college,Divorced,Exec-managerial,Amer-Indian-Eskimo,Female,Local-gov,0,40,0,US
85,hs_grad,Widowed,Sales,White,Female,Self-emp-not-inc,0,50,0,US
57,no_hs,Married-civ-spouse,Prof-specialty,White,Male,Self-emp-not-inc,0,40,0,
39,assoc_prof,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Private,-2415,67,1,Lower Middle Income
25,some_college,Never-married,Craft-repair,White,Male,Private,0,55,0,US
58,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,1,US
57,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
30,Assoc-voc,Divorced,Prof-specialty,White,Female,Private,0,36,0,US
19,some_hs,Divorced,Sales,White,Female,Private,0,20,0,US
40,some_college,Married-civ-spouse,Prof-specialty,White,Male,Private,0,40,1,US
28,hs_grad,Never-married,Protective-serv,Amer-Indian-Eskimo,Female,Private,0,40,0,US
43,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Federal-gov,0,40,0,US
40,hs_grad,Married-civ-spouse,,White,Female,,0,35,1,US
19,hs_grad,Never-married,Other-service,White,Female,Private,0,15,0,US
24,hs_grad,Never-married,Exec-managerial,White,Male,Private,0,38,0,US
34,college_grad,Never-married,Sales,White,Male,Private,0,65,1,US
22,hs_grad,Never-married,Other-service,White,Female,Private,0,40,0,US
64,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,55,0,US
55,no_hs,Married-civ-spouse,,White,Male,,0,40,0,
26,some_hs,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
80,hs_grad,Married-spouse-absent,Adm-clerical,White,Female,Private,0,16,0,US
79,doctorate,Widowed,Prof-specialty,White,Female,Local-gov,0,40,0,US
58,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-not-inc,0,40,1,US
43,college_grad,Divorced,Tech-support,White,Male,Private,-1876,40,0,US
43,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,1,US
46,hs_grad,Divorced,Other-service,White,Male,Private,0,25,0,US
35,hs_grad,Married-civ-spouse,Exec-managerial,White,Female,Private,0,40,1,US
51,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Private,5013,40,0,US
52,masters,Divorced,Exec-managerial,White,Female,Local-gov,4787,60,1,US
43,college_grad,Married-civ-spouse,Sales,White,Male,Self-emp-inc,0,60,1,US
68,some_college,Widowed,Exec-managerial,White,Female,Private,0,45,0,US
34,college_grad,Married-civ-spouse,Prof-specialty,White,Female,State-gov,0,45,1,US
37,college_grad,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Private,0,40,1,Lower Middle Income
22,hs_grad,Never-married,Sales,Black,Female,Private,0,40,0,US
32,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Private,0,55,0,US
65,some_hs,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,40,0,US
28,some_college,Never-married,Machine-op-inspct,White,Male,Private,0,60,0,US
37,hs_grad,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Male,Private,0,40,0,
40,college_grad,Never-married,Prof-specialty,White,Female,Self-emp-inc,0,45,0,US
40,some_hs,Never-married,Other-service,White,Male,Private,0,40,0,US
52,hs_grad,Separated,Other-service,White,Female,Private,0,20,0,US
35,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,60,0,US
62,no_hs,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,30,0,US
49,Assoc-voc,Married-civ-spouse,Handlers-cleaners,White,Male,Private,0,45,0,US
49,hs_grad,Divorced,Machine-op-inspct,White,Female,Private,0,55,0,US
47,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,15024,40,1,US
45,hs_grad,Separated,Exec-managerial,White,Female,Private,0,40,0,US
37,no_ms,Married-spouse-absent,Farming-fishing,White,Male,Private,0,77,0,High Income
36,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,Local-gov,0,53,1,US
36,some_hs,Married-civ-spouse,Craft-repair,White,Male,Private,0,70,0,High Income
44,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,-1902,50,1,US
51,masters,Married-civ-spouse,Prof-specialty,White,Male,State-gov,-1977,60,1,US
25,some_college,Married-civ-spouse,Protective-serv,White,Male,State-gov,0,40,0,US
28,hs_grad,Never-married,Craft-repair,White,Male,Self-emp-not-inc,0,55,0,US
57,hs_grad,Widowed,Sales,White,Female,Private,0,32,0,US
46,hs_grad,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,Private,0,40,0,US
59,some_hs,Married-civ-spouse,Transport-moving,White,Male,Private,0,45,1,US
28,some_hs,Married-civ-spouse,Handlers-cleaners,White,Male,Private,0,40,0,US
25,hs_grad,Divorced,Other-service,White,Male,Private,2597,40,0,US
35,hs_grad,Married-spouse-absent,Adm-clerical,Black,Female,Private,0,40,0,US
27,assoc_prof,Married-civ-spouse,Craft-repair,White,Male,Private,0,45,1,US
29,college_grad,Married-civ-spouse,Sales,White,Male,Private,0,40,1,US
43,hs_grad,Divorced,Adm-clerical,White,Male,Federal-gov,0,40,0,US
38,hs_grad,Never-married,Adm-clerical,Black,Female,Federal-gov,0,40,0,US
26,some_college,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
55,masters,Married-civ-spouse,,White,Male,,0,50,1,US
36,hs_grad,Separated,Craft-repair,White,Male,Private,0,40,0,US
37,some_college,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,1,US
23,hs_grad,Never-married,,White,Male,,0,40,0,US
34,hs_grad,Married-civ-spouse,Other-service,White,Male,Private,0,30,0,
41,some_hs,Married-civ-spouse,Protective-serv,White,Male,Private,0,55,0,US
44,Assoc-voc,Separated,Prof-specialty,White,Female,Private,0,40,0,High Income
48,Assoc-voc,Divorced,Exec-managerial,White,Female,Self-emp-not-inc,0,50,0,US
35,hs_grad,Married-civ-spouse,Protective-serv,Black,Male,Local-gov,7298,35,1,US
43,college_grad,Divorced,Prof-specialty,Black,Female,Local-gov,0,42,0,US
57,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Federal-gov,0,40,1,US
44,hs_grad,Married-civ-spouse,Adm-clerical,White,Female,Local-gov,0,40,0,US
28,hs_grad,Never-married,Other-service,White,Male,Private,0,40,0,US
55,some_hs,Widowed,Craft-repair,Black,Female,Private,0,40,0,US
52,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,-2051,38,0,US
30,hs_grad,Separated,Adm-clerical,Black,Female,Private,0,40,0,US
31,doctorate,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Private,0,50,1,High Income
21,some_college,Never-married,,White,Male,,0,70,0,US
50,assoc_prof,Married-civ-spouse,Prof-specialty,White,Male,Self-emp-inc,0,45,1,US
43,college_grad,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,70,1,US
33,hs_grad,Never-married,Machine-op-inspct,Other,Male,Private,0,50,0,US
23,Assoc-voc,Married-civ-spouse,Handlers-cleaners,White,Male,Federal-gov,0,25,0,US
35,college_grad,Married-civ-spouse,Farming-fishing,White,Male,Private,0,65,1,High Income
18,some_college,Never-married,Other-service,White,Male,Private,0,15,0,US
21,some_college,Never-married,,Other,Female,,0,40,0,US
33,college_grad,Married-civ-spouse,Protective-serv,Black,Male,Local-gov,0,70,1,US
30,college_grad,Never-married,Exec-managerial,Asian-Pac-Islander,Female,Federal-gov,0,45,0,US
21,some_college,Never-married,Protective-serv,White,Male,Private,0,15,0,US
36,college_grad,Married-civ-spouse,Adm-clerical,White,Female,Local-gov,0,35,1,High Income
38,some_college,Married-civ-spouse,Prof-specialty,White,Male,Private,0,40,0,US
33,masters,Married-civ-spouse,Exec-managerial,White,Male,Private,7298,60,1,High Income
24,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Private,0,45,0,US
24,some_college,Married-civ-spouse,Prof-specialty,Black,Male,Private,0,40,0,US
39,some_college,Divorced,Protective-serv,Black,Female,Private,0,30,0,US
43,hs_grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Private,2829,60,0,Middle Income
43,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Self-emp-not-inc,0,21,0,US
62,masters,Married-civ-spouse,,White,Male,,0,2,1,US
30,college_grad,Never-married,Adm-clerical,Black,Female,State-gov,0,40,0,US
25,some_hs,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,0,US
45,hs_grad,Married-civ-spouse,Other-service,White,Female,Private,0,35,0,US
22,some_college,Never-married,Protective-serv,White,Male,Private,0,20,0,US
73,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,-2246,40,1,US
26,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,1,US
24,hs_grad,Never-married,Machine-op-inspct,Black,Male,Private,0,45,0,US
18,some_hs,Never-married,Craft-repair,White,Male,Private,594,20,0,US
35,college_grad,Married-civ-spouse,Handlers-cleaners,White,Male,Private,7298,35,1,US
22,some_college,Separated,Sales,White,Female,Private,0,43,0,US
28,some_college,Married-civ-spouse,Handlers-cleaners,White,Male,Private,0,40,0,High Income
38,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,45,0,US
68,doctorate,Married-civ-spouse,,White,Male,,0,70,0,US
40,hs_grad,Married-civ-spouse,Adm-clerical,White,Female,Local-gov,0,40,0,US
32,some_college,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,84,1,US
42,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Private,-1902,50,1,US
31,hs_grad,Married-civ-spouse,Adm-clerical,White,Female,State-gov,0,35,0,US
33,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,0,50,0,High Income
54,college_grad,Divorced,Transport-moving,White,Male,Self-emp-not-inc,0,65,0,US
63,hs_grad,Divorced,Farming-fishing,White,Male,Private,0,25,0,US
67,college_grad,Married-civ-spouse,Sales,White,Male,Self-emp-not-inc,0,30,0,US
47,hs_grad,Divorced,Other-service,Black,Female,Private,0,14,0,US
67,college_grad,Widowed,Other-service,White,Female,Self-emp-inc,0,35,0,US
33,hs_grad,Married-civ-spouse,Adm-clerical,Other,Female,Private,0,19,0,US
33,hs_grad,Separated,Other-service,White,Female,Local-gov,0,80,0,US
25,college_grad,Married-civ-spouse,Adm-clerical,White,Male,Local-gov,0,40,0,US
25,some_college,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
35,some_college,Divorced,Machine-op-inspct,White,Male,Private,0,40,0,US
54,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,7688,40,1,US
35,hs_grad,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,80,1,US
18,some_hs,Never-married,Other-service,White,Male,Private,0,12,0,US
54,hs_grad,Divorced,,White,Female,,4416,25,0,US
30,some_hs,Married-civ-spouse,Farming-fishing,White,Male,Private,0,60,0,High Income
29,some_hs,Never-married,Craft-repair,White,Male,Private,0,48,0,US
41,college_grad,Married-civ-spouse,Prof-specialty,White,Female,Private,7688,10,1,US
40,assoc_prof,Married-civ-spouse,Tech-support,White,Male,Private,0,40,1,US
46,some_college,Married-civ-spouse,Tech-support,White,Male,Private,5178,40,1,US
39,assoc_prof,Married-civ-spouse,Tech-support,White,Female,Private,0,45,0,US
42,college_grad,Married-civ-spouse,Adm-clerical,White,Female,Private,0,40,1,US
49,college_grad,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,50,1,US
23,some_college,Never-married,Other-service,White,Female,Private,0,40,0,US
34,no_hs,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,0,US
42,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,-2042,48,0,US
31,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,50,1,US
72,hs_grad,Married-civ-spouse,,White,Female,,0,2,0,US
31,Assoc-voc,Married-civ-spouse,Transport-moving,White,Male,Private,0,30,1,US
90,masters,Married-civ-spouse,Prof-specialty,White,Female,Private,0,40,1,US
27,college_grad,Never-married,Prof-specialty,White,Female,Self-emp-not-inc,0,40,0,US
18,hs_grad,Never-married,,White,Male,,0,40,0,US
30,hs_grad,Never-married,Craft-repair,White,Male,Self-emp-not-inc,99999,50,1,US
27,hs_grad,Never-married,Prof-specialty,Black,Female,Local-gov,0,40,0,US
27,some_hs,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-not-inc,0,50,0,US
28,hs_grad,Never-married,Craft-repair,White,Male,Private,0,40,0,US
40,hs_grad,Never-married,Adm-clerical,White,Female,Private,0,45,0,US
43,masters,Separated,Prof-specialty,Black,Female,Local-gov,0,37,0,US
26,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Private,0,50,0,US
48,Assoc-voc,Married-civ-spouse,Other-service,White,Female,Self-emp-not-inc,0,15,0,US
41,assoc_prof,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,Private,0,40,0,US
